Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/08/2015,2252.75
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/06/2015,2140.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/11/2022,2252.17
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/05/2017,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/09/2016,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/12/2015,2140.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,18/09/2018,2140.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,15/07/2018,2140.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,29/11/2018,2140.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/01/2017,2140.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/06/2015,2140.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/12/2017,2140.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,22/07/2016,2140.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/02/2023,2251.72
2018,Risques Industriels,MH,Multirisques Habitation,Risque simple,27/12/2017,2465.8
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/09/2014,2140.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/02/2011,169168.49
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,16/12/2021,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/03/2016,2140.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/02/2018,2140.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,03/03/2014,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2015,2140.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/05/2018,2140.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/07/2013,2140.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,17/07/2018,2140.0
2019,Risques Industriels,MH,Multirisques Habitation,Risque simple,12/02/2018,2462.25
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/05/2013,169351.24
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/08/2018,2140.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/02/2015,2140.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/03/2018,2140.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,01/05/2018,2140.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/10/2011,169480.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,25/06/2013,2140.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/02/2019,2250.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,18/08/2013,169555.3
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/06/2013,169555.3
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,21/08/2013,169555.3
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/06/2014,2140.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/02/2018,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/05/2016,2140.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/11/2017,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/03/2016,2140.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/09/2017,2140.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/12/2016,2140.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/04/2018,2140.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/08/2017,2140.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/03/2015,2140.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,04/07/2013,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/06/2016,2140.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,05/04/2012,169650.14
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/09/2023,2250.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/03/2018,2140.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/12/2016,2140.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/03/2013,169829.15
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/06/2013,169897.97
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/09/2018,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/09/2016,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2016,2140.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/01/2017,2140.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2016,2140.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/03/2019,2250.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/12/2015,2140.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/02/2016,2138.83
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,01/07/2017,2138.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,12/04/2018,2137.14
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/02/2016,2136.75
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/06/2014,2135.29
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/11/2015,2135.27
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/04/2019,2249.97
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/11/2015,2135.27
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/04/2015,2135.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/01/2013,2134.64
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/04/2017,2249.33
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/03/2023,2247.5
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2020,2246.8
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/06/2019,2246.22
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/09/2014,2134.36
2021,Risques Industriels,RP,RC Professionnelle,Responsabilité Civile,31/08/2013,170050.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/12/2018,2245.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/02/2021,2133.48
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/02/2017,2133.35
2021,Risques Industriels,MH,Multirisques Habitation,Risque simple,15/12/2020,2461.77
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/07/2022,2131.98
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,28/03/2010,170207.62
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/08/2019,2245.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/04/2014,2131.83
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/05/2020,2131.65
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/11/2019,2131.49
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/05/2019,2244.76
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/11/2023,2130.86
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,14/04/2018,2130.66
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/03/2016,2130.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/12/2013,2130.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/08/2017,2242.57
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/03/2023,2240.35
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/11/2013,2240.3
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/11/2012,2130.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/08/2020,2129.37
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/12/2013,2128.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/06/2023,2240.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/09/2014,2126.67
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/12/2018,2126.19
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/09/2017,2240.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/08/2011,170550.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/04/2021,2240.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/07/2021,2125.9
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/05/2015,2125.85
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/06/2020,2125.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/11/2021,2240.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/08/2019,2125.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/02/2017,2125.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/06/2023,2240.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/06/2020,2125.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/12/2019,2125.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/05/2020,2125.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,20/01/2013,170959.52
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/03/2013,170959.52
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/05/2022,2125.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,29/07/2018,2125.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/01/2021,2125.0
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,30/08/2016,2460.0
2020,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/02/2012,171065.81
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/09/2018,2125.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/08/2020,2125.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/03/2015,171221.05
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/04/2022,2125.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/11/2019,2125.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/09/2019,2125.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/10/2022,2240.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/06/2019,2125.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/01/2017,2125.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/09/2007,2125.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,06/08/2017,2123.82
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/03/2020,2123.37
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/02/2018,2121.81
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/07/2021,2120.46
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/07/2017,2120.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/06/2012,171535.32
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/12/2018,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,18/11/2015,2120.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/11/2014,2120.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/05/2015,2120.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/04/2017,2120.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/01/2016,2120.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/06/2016,2120.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,18/03/2014,2120.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,20/08/2012,171677.92
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/06/2015,2120.0
2022,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/03/2018,171721.38
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,04/07/2018,171721.61
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,30/07/2018,171721.62
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/10/2013,171754.34
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/05/2015,2120.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/07/2023,2120.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,05/03/2015,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,03/12/2015,2120.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/11/2021,2120.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,21/11/2018,2120.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,18/03/2014,2120.0
2023,Risques Industriels,VM,Vol De Marchandise,Risque simple,29/11/2018,171977.6
2021,Risques Industriels,MH,Multirisques Habitation,Risque simple,06/06/2021,2458.34
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,30/11/2015,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/12/2015,2120.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/09/2022,2240.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,03/12/2015,2120.0
2022,Risques Industriels,MH,Multirisques Habitation,Risque simple,12/09/2022,2458.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/12/2013,2120.0
2021,Risques Industriels,IS,Incendie Risques Simples,Incendie,03/07/2021,172125.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/10/2017,2120.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/12/2021,2120.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/10/2014,2120.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/03/2020,2120.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/08/2019,2120.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/03/2022,2120.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/09/2017,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,07/12/2015,2120.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/06/2015,2120.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/05/2012,172320.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/02/2013,172342.06
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/03/2016,2120.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/08/2015,2120.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/03/2019,2120.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/08/2019,2120.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/03/2016,2120.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/04/2016,2120.0
2021,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,15/02/2021,172500.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,31/05/2020,2120.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/05/2018,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,03/12/2015,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/12/2015,2120.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/01/2016,2120.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/08/2022,2120.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,31/03/2010,2455.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/04/2018,2120.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,29/10/2012,172743.48
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,04/01/2015,2120.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2021,2120.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/03/2020,2120.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/07/2018,2120.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/10/2014,2120.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/09/2018,2120.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/11/2015,2120.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,20/03/2017,2120.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/08/2022,2240.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2014,2120.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/02/2015,2120.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/11/2021,2240.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/03/2018,2120.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,19/02/2015,2120.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/05/2014,2120.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,29/03/2018,2120.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/06/2015,2120.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/07/2018,2120.0
2020,Risques Industriels,DE,Dégâts Des Eaux,Risque simple,14/08/2020,173000.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/11/2017,2120.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/09/2019,2120.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/08/2020,2120.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2014,2120.0
2015,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,02/07/2015,173000.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2014,2120.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/06/2015,2120.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/03/2017,2120.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/06/2015,2120.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/10/2017,2120.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/07/2021,2120.0
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/08/2016,2120.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2014,2120.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,03/12/2015,2120.0
